"id","product","review","category"
"3478","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3479","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3480","Sprinkler System","Average system","water pressure could be better."""""
"3481","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3482","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3483","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3484","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3485","Compost Manure","Terrible quality manure","waste of money."""""
"3486","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3487","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3488","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3489","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3490","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3491","Sprinkler System","Average system","water pressure could be better."""""
"3492","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3493","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3494","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3495","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3496","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3497","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3498","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3499","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3500","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3501","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3502","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3503","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3504","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3505","Sprinkler System","Average system","water pressure could be better."""""
"3506","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3507","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3508","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3509","Sprinkler System","Average system","water pressure could be better."""""
"3510","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3511","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3512","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3513","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3514","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3515","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3516","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3517","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3518","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3519","Sprinkler System","Average system","water pressure could be better."""""
"3520","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3521","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3522","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3523","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3524","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3525","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3526","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3527","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3528","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3529","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3530","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3531","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3532","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3533","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3534","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3535","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3536","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3537","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3538","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3539","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3540","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3541","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3542","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3543","Sprinkler System","Average system","water pressure could be better."""""
"3544","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3545","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3546","Sprinkler System","Average system","water pressure could be better."""""
"3547","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3548","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3549","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3550","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3551","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3552","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3553","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3554","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3555","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3556","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3557","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3558","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3559","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3560","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3561","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3562","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3563","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3564","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3565","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3566","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3567","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3568","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3569","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3570","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3571","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3572","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3573","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3574","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3575","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3576","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3577","Sprinkler System","Average system","water pressure could be better."""""
"3578","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3579","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3580","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3581","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3582","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3583","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3584","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3585","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3586","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3587","Sprinkler System","Average system","water pressure could be better."""""
"3588","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3589","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3590","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3591","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3592","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3593","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3594","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3595","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3596","Sprinkler System","Average system","water pressure could be better."""""
"3597","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3598","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3599","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3600","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3601","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3602","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3603","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3604","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3605","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3606","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3607","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3608","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3609","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3610","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3611","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3612","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3613","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3614","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3615","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3616","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3617","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3618","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3619","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3620","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3621","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3622","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3623","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3624","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3625","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3626","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3627","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3628","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3629","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3630","Sprinkler System","Average system","water pressure could be better."""""
"3631","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3632","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3633","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3634","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3635","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3636","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3637","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3638","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3639","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3640","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3641","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3642","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3643","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3644","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3645","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3646","Sprinkler System","Average system","water pressure could be better."""""
"3647","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3648","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3649","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3650","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3651","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3652","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3653","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3654","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3655","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3656","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3657","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3658","Sprinkler System","Average system","water pressure could be better."""""
"3659","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3660","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3661","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3662","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3663","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3664","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3665","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3666","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3667","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3668","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3669","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3670","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3671","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3672","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3673","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3674","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3675","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3676","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3677","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3678","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3679","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3680","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3681","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3682","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3683","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3684","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3685","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3686","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3687","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3688","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3689","Sprinkler System","Average system","water pressure could be better."""""
"3690","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3691","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3692","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3693","Sprinkler System","Average system","water pressure could be better."""""
"3694","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3695","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3696","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3697","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3698","Sprinkler System","Average system","water pressure could be better."""""
"3699","Sprinkler System","Average system","water pressure could be better."""""
"3700","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3701","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3702","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3703","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3704","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3705","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3706","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3707","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3708","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3709","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3710","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3711","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3712","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3713","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3714","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3715","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3716","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3717","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3718","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3719","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3720","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3721","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3722","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3723","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3724","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3725","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3726","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3727","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3728","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3729","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3730","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3731","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3732","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3733","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3734","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3735","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3736","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3737","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3738","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3739","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3740","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3741","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3742","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3743","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3744","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3745","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3746","Sprinkler System","Average system","water pressure could be better."""""
"3747","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3748","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3749","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3750","Sprinkler System","Average system","water pressure could be better."""""
"3751","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3752","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3753","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3754","Sprinkler System","Average system","water pressure could be better."""""
"3755","Sprinkler System","Average system","water pressure could be better."""""
"3756","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3757","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3758","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3759","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3760","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3761","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3762","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3763","Sprinkler System","Average system","water pressure could be better."""""
"3764","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3765","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3766","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3767","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3768","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3769","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3770","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3771","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3772","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3773","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3774","Sprinkler System","Average system","water pressure could be better."""""
"3775","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3776","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3777","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3778","Sprinkler System","Average system","water pressure could be better."""""
"3779","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3780","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3781","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"3782","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3783","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3784","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3785","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3786","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3787","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3788","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3789","Sprinkler System","Average system","water pressure could be better."""""
"3790","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3791","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3792","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3793","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3794","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3795","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3796","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3797","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3798","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3799","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3800","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3801","Sprinkler System","Average system","water pressure could be better."""""
"3802","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3803","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3804","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3805","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3806","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3807","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3808","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3809","Sprinkler System","Average system","water pressure could be better."""""
"3810","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3811","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3812","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3813","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3814","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3815","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3816","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3817","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3818","Sprinkler System","Average system","water pressure could be better."""""
"3819","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3820","Sprinkler System","Average system","water pressure could be better."""""
"3821","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3822","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3823","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3824","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3825","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3826","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3827","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3828","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3829","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3830","Sprinkler System","Average system","water pressure could be better."""""
"3831","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3832","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3833","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3834","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3835","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3836","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3837","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3838","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3839","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3840","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3841","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3842","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3843","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3844","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3845","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3846","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3847","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3848","Sprinkler System","Average system","water pressure could be better."""""
"3849","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3850","Sprinkler System","Average system","water pressure could be better."""""
"3851","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
