"id","product","review","category"
"1179","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1180","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1181","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1182","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1183","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1184","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1185","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1186","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1187","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1188","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1189","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1190","Sprinkler System","Average system","water pressure could be better."""""
"1191","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1192","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1193","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1194","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1195","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1196","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1197","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1198","Sprinkler System","Average system","water pressure could be better."""""
"1199","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1200","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1201","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1202","Compost Manure","Terrible quality manure","waste of money."""""
"1203","Compost Manure","Terrible quality manure","waste of money."""""
"1204","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1205","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1206","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1207","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1208","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1209","Sprinkler System","Average system","water pressure could be better."""""
"1210","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1211","Compost Manure","Terrible quality manure","waste of money."""""
"1212","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1213","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1214","Sprinkler System","Average system","water pressure could be better."""""
"1215","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1216","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1217","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1218","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1219","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1220","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1221","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1222","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1223","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1224","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1225","Sprinkler System","Average system","water pressure could be better."""""
"1226","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1227","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1228","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1229","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1230","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1231","Sprinkler System","Average system","water pressure could be better."""""
"1232","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1233","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1234","Sprinkler System","Average system","water pressure could be better."""""
"1235","Sprinkler System","Average system","water pressure could be better."""""
"1236","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1237","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1238","Sprinkler System","Average system","water pressure could be better."""""
"1239","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1240","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1241","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1242","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1243","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1244","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1245","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1246","Sprinkler System","Average system","water pressure could be better."""""
"1247","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1248","Sprinkler System","Average system","water pressure could be better."""""
"1249","Sprinkler System","Average system","water pressure could be better."""""
"1250","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1251","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1252","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1253","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1254","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1255","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1256","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1257","Sprinkler System","Average system","water pressure could be better."""""
"1258","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1259","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1260","Sprinkler System","Average system","water pressure could be better."""""
"1261","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1262","Sprinkler System","Average system","water pressure could be better."""""
"1263","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1264","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1265","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1266","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1267","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1268","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1269","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1270","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1271","Sprinkler System","Average system","water pressure could be better."""""
"1272","Sprinkler System","Average system","water pressure could be better."""""
"1273","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1274","Sprinkler System","Average system","water pressure could be better."""""
"1275","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1276","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1277","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1278","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1279","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1280","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1281","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1282","Sprinkler System","Average system","water pressure could be better."""""
"1283","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1284","Sprinkler System","Average system","water pressure could be better."""""
"1285","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1286","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1287","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1288","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1289","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1290","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1291","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1292","Sprinkler System","Average system","water pressure could be better."""""
"1293","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1294","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1295","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1296","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1297","Sprinkler System","Average system","water pressure could be better."""""
"1298","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1299","Sprinkler System","Average system","water pressure could be better."""""
"1300","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1301","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1302","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1303","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1304","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1305","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1306","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1307","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1308","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1309","Sprinkler System","Average system","water pressure could be better."""""
"1310","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1311","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1312","Sprinkler System","Average system","water pressure could be better."""""
"1313","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1314","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1315","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1316","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1317","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1318","Sprinkler System","Average system","water pressure could be better."""""
"1319","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1320","Sprinkler System","Average system","water pressure could be better."""""
"1321","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1322","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1323","Sprinkler System","Average system","water pressure could be better."""""
"1324","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1325","Sprinkler System","Average system","water pressure could be better."""""
"1326","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1327","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1328","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1329","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1330","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1331","Sprinkler System","Average system","water pressure could be better."""""
"1332","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1333","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1334","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1335","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1336","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1337","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1338","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1339","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1340","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1341","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1342","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1343","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1344","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1345","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1346","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1347","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1348","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1349","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1350","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1351","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1352","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1353","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1354","Sprinkler System","Average system","water pressure could be better."""""
"1355","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1356","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1357","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1358","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1359","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1360","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1361","Compost Manure","Terrible quality manure","waste of money."""""
"1362","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1363","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1364","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1365","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1366","Sprinkler System","Average system","water pressure could be better."""""
"1367","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1368","Sprinkler System","Average system","water pressure could be better."""""
"1369","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1370","Sprinkler System","Average system","water pressure could be better."""""
"1371","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1372","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1373","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1374","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1375","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1376","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1377","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1378","Sprinkler System","Average system","water pressure could be better."""""
"1379","Sprinkler System","Average system","water pressure could be better."""""
"1380","Sprinkler System","Average system","water pressure could be better."""""
"1381","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1382","Sprinkler System","Average system","water pressure could be better."""""
"1383","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1384","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1385","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1386","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1387","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1388","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1389","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1390","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1391","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1392","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1393","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1394","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1395","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1396","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1397","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1398","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1399","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1400","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1401","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1402","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1403","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1404","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1405","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1406","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1407","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1408","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1409","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1410","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1411","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1412","Sprinkler System","Average system","water pressure could be better."""""
"1413","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1414","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1415","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1416","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1417","Sprinkler System","Average system","water pressure could be better."""""
"1418","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1419","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1420","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1421","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1422","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1423","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1424","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1425","Sprinkler System","Average system","water pressure could be better."""""
"1426","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1427","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1428","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1429","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1430","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1431","Sprinkler System","Average system","water pressure could be better."""""
"1432","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1433","Sprinkler System","Average system","water pressure could be better."""""
"1434","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1435","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1436","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1437","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1438","Sprinkler System","Average system","water pressure could be better."""""
"1439","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1440","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1441","Sprinkler System","Average system","water pressure could be better."""""
"1442","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1443","Sprinkler System","Average system","water pressure could be better."""""
"1444","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1445","Sprinkler System","Average system","water pressure could be better."""""
"1446","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1447","Sprinkler System","Average system","water pressure could be better."""""
"1448","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1449","Sprinkler System","Average system","water pressure could be better."""""
"1450","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1451","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1452","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1453","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1454","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1455","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1456","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1457","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1458","Sprinkler System","Average system","water pressure could be better."""""
"1459","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1460","Sprinkler System","Average system","water pressure could be better."""""
"1461","Sprinkler System","Average system","water pressure could be better."""""
"1462","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1463","Sprinkler System","Average system","water pressure could be better."""""
"1464","Sprinkler System","Average system","water pressure could be better."""""
"1465","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1466","Sprinkler System","Average system","water pressure could be better."""""
"1467","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1468","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1469","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1470","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1471","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1472","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1473","Sprinkler System","Average system","water pressure could be better."""""
"1474","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1475","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1476","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1477","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1478","Sprinkler System","Average system","water pressure could be better."""""
"1479","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1480","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1481","Sprinkler System","Average system","water pressure could be better."""""
"1482","Compost Manure","Terrible quality manure","waste of money."""""
"1483","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1484","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1485","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1486","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1487","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1488","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1489","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1490","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1491","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1492","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1493","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1494","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1495","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1496","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1497","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1498","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1499","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1500","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1501","Sprinkler System","Average system","water pressure could be better."""""
"1502","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1503","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1504","Sprinkler System","Average system","water pressure could be better."""""
"1505","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1506","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1507","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1508","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1509","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1510","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1511","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1512","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1513","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1514","Sprinkler System","Average system","water pressure could be better."""""
"1515","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1516","Sprinkler System","Average system","water pressure could be better."""""
"1517","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1518","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1519","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1520","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1521","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1522","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1523","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1524","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1525","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1526","Sprinkler System","Average system","water pressure could be better."""""
"1527","Sprinkler System","Average system","water pressure could be better."""""
"1528","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1529","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1530","Sprinkler System","Average system","water pressure could be better."""""
"1531","Sprinkler System","Average system","water pressure could be better."""""
"1532","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1533","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1534","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1535","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1536","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1537","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1538","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1539","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1540","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1541","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1542","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1543","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1544","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1545","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1546","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1547","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1548","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1549","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1550","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1551","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1552","Sprinkler System","Average system","water pressure could be better."""""
"1553","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1554","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1555","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1556","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1557","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1558","Sprinkler System","Average system","water pressure could be better."""""
"1559","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1560","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
