"id","product","review","category"
"4442","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4443","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4444","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4445","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4446","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4447","Compost Manure","Terrible quality manure","waste of money."""""
"4448","Sprinkler System","Average system","water pressure could be better."""""
"4449","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4450","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4451","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4452","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4453","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4454","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4455","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4456","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4457","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4458","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4459","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4460","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4461","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4462","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4463","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4464","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4465","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4466","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4467","Compost Manure","Terrible quality manure","waste of money."""""
"4468","Sprinkler System","Average system","water pressure could be better."""""
"4469","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4470","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4471","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4472","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4473","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4474","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4475","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4476","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4477","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4478","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4479","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4480","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4481","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4482","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4483","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4484","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4485","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4486","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4487","Compost Manure","Terrible quality manure","waste of money."""""
"4488","Sprinkler System","Average system","water pressure could be better."""""
"4489","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4490","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4491","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4492","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4493","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4494","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4495","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4496","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4497","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4498","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4499","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4500","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4501","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4502","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4503","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4504","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4505","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4506","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4507","Compost Manure","Terrible quality manure","waste of money."""""
"4508","Sprinkler System","Average system","water pressure could be better."""""
"4509","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4510","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4511","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4512","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4513","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4514","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4515","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4516","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4517","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4518","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4519","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4520","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4521","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4522","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4523","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4524","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4525","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4526","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4527","Compost Manure","Terrible quality manure","waste of money."""""
"4528","Sprinkler System","Average system","water pressure could be better."""""
"4529","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4530","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4531","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4532","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4533","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4534","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4535","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4536","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4537","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4538","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4539","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4540","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4541","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4542","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4543","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4544","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4545","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4546","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4547","Compost Manure","Terrible quality manure","waste of money."""""
"4548","Sprinkler System","Average system","water pressure could be better."""""
"4549","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4550","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4551","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4552","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4553","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4554","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4555","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4556","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4557","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4558","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4559","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4560","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4561","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4562","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4563","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4564","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4565","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4566","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4567","Compost Manure","Terrible quality manure","waste of money."""""
"4568","Sprinkler System","Average system","water pressure could be better."""""
"4569","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4570","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4571","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4572","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4573","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4574","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4575","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4576","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4577","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4578","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4579","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4580","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4581","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4582","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4583","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4584","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4585","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4586","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4587","Compost Manure","Terrible quality manure","waste of money."""""
"4588","Sprinkler System","Average system","water pressure could be better."""""
"4589","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4590","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4591","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4592","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4593","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4594","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4595","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4596","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4597","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4598","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4599","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4600","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4601","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4602","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4603","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4604","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4605","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4606","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4607","Compost Manure","Terrible quality manure","waste of money."""""
"4608","Sprinkler System","Average system","water pressure could be better."""""
"4609","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4610","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4611","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4612","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4613","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4614","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4615","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4616","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4617","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4618","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4619","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4620","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4621","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4622","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4623","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4624","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4625","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4626","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4627","Compost Manure","Terrible quality manure","waste of money."""""
"4628","Sprinkler System","Average system","water pressure could be better."""""
"4629","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4630","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4631","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4632","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4633","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4634","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4635","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4636","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4637","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4638","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4639","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4640","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4641","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4642","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4643","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4644","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4645","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4646","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4647","Compost Manure","Terrible quality manure","waste of money."""""
"4648","Sprinkler System","Average system","water pressure could be better."""""
"4649","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4650","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4651","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4652","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4653","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4654","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4655","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4656","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4657","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4658","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4659","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4660","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4661","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4662","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4663","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4664","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4665","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4666","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4667","Compost Manure","Terrible quality manure","waste of money."""""
"4668","Sprinkler System","Average system","water pressure could be better."""""
"4669","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4670","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4671","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4672","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4673","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4674","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4675","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4676","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4677","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4678","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4679","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4680","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4681","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4682","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4683","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4684","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4685","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4686","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4687","Compost Manure","Terrible quality manure","waste of money."""""
"4688","Sprinkler System","Average system","water pressure could be better."""""
"4689","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4690","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4691","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4692","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4693","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4694","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4695","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4696","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4697","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4698","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4699","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4700","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4701","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4702","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4703","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4704","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4705","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4706","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4707","Compost Manure","Terrible quality manure","waste of money."""""
"4708","Sprinkler System","Average system","water pressure could be better."""""
"4709","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4710","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4711","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4712","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4713","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4714","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4715","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4716","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4717","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4718","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4719","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4720","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4721","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4722","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4723","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4724","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4725","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4726","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4727","Compost Manure","Terrible quality manure","waste of money."""""
"4728","Sprinkler System","Average system","water pressure could be better."""""
"4729","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4730","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4731","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4732","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4733","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4734","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4735","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4736","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4737","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4738","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4739","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4740","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4741","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4742","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4743","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4744","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4745","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4746","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4747","Compost Manure","Terrible quality manure","waste of money."""""
"4748","Sprinkler System","Average system","water pressure could be better."""""
"4749","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4750","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4751","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4752","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4753","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4754","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4755","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4756","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4757","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4758","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4759","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4760","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4761","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4762","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4763","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4764","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4765","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4766","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4767","Compost Manure","Terrible quality manure","waste of money."""""
"4768","Sprinkler System","Average system","water pressure could be better."""""
"4769","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4770","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4771","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4772","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4773","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4774","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4775","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4776","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4777","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4778","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4779","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4780","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4781","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4782","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4783","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4784","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4785","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4786","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4787","Compost Manure","Terrible quality manure","waste of money."""""
"4788","Sprinkler System","Average system","water pressure could be better."""""
"4789","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4790","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4791","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4792","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4793","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4794","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4795","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4796","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4797","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4798","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4799","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4800","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4801","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4802","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4803","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4804","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4805","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4806","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4807","Compost Manure","Terrible quality manure","waste of money."""""
"4808","Sprinkler System","Average system","water pressure could be better."""""
"4809","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4810","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4811","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4812","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4813","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4814","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4815","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4816","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
