"id","product","review","category"
"1189","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1190","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1191","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1192","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1193","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1194","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1195","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1196","Sprinkler System","Average system","water pressure could be better."""""
"1197","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1198","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1199","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1200","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1201","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1202","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1203","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1204","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1205","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1206","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1207","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1208","Sprinkler System","Average system","water pressure could be better."""""
"1209","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1210","Sprinkler System","Average system","water pressure could be better."""""
"1211","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1212","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1213","Sprinkler System","Average system","water pressure could be better."""""
"1214","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1215","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1216","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1217","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1218","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1219","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1220","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1221","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1222","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1223","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1224","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1225","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1226","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1227","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1228","Compost Manure","Terrible quality manure","waste of money."""""
"1229","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1230","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1231","Sprinkler System","Average system","water pressure could be better."""""
"1232","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1233","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1234","Sprinkler System","Average system","water pressure could be better."""""
"1235","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1236","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1237","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1238","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1239","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1240","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1241","Sprinkler System","Average system","water pressure could be better."""""
"1242","Sprinkler System","Average system","water pressure could be better."""""
"1243","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1244","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1245","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1246","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1247","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1248","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1249","Compost Manure","Terrible quality manure","waste of money."""""
"1250","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1251","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1252","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1253","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1254","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1255","Sprinkler System","Average system","water pressure could be better."""""
"1256","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1257","Sprinkler System","Average system","water pressure could be better."""""
"1258","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1259","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1260","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1261","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1262","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1263","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1264","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1265","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1266","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1267","Compost Manure","Terrible quality manure","waste of money."""""
"1268","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1269","Sprinkler System","Average system","water pressure could be better."""""
"1270","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1271","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1272","Sprinkler System","Average system","water pressure could be better."""""
"1273","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1274","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1275","Compost Manure","Terrible quality manure","waste of money."""""
"1276","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1277","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1278","Sprinkler System","Average system","water pressure could be better."""""
"1279","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1280","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1281","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1282","Sprinkler System","Average system","water pressure could be better."""""
"1283","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1284","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1285","Sprinkler System","Average system","water pressure could be better."""""
"1286","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1287","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1288","Sprinkler System","Average system","water pressure could be better."""""
"1289","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1290","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1291","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1292","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1293","Sprinkler System","Average system","water pressure could be better."""""
"1294","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1295","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1296","Sprinkler System","Average system","water pressure could be better."""""
"1297","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1298","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1299","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1300","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1301","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1302","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1303","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1304","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1305","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1306","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1307","Sprinkler System","Average system","water pressure could be better."""""
"1308","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1309","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1310","Sprinkler System","Average system","water pressure could be better."""""
"1311","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1312","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1313","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1314","Sprinkler System","Average system","water pressure could be better."""""
"1315","Sprinkler System","Average system","water pressure could be better."""""
"1316","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1317","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1318","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1319","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1320","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1321","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1322","Sprinkler System","Average system","water pressure could be better."""""
"1323","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1324","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1325","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1326","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1327","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1328","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1329","Compost Manure","Terrible quality manure","waste of money."""""
"1330","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1331","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1332","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1333","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1334","Sprinkler System","Average system","water pressure could be better."""""
"1335","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1336","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1337","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1338","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1339","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1340","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1341","Sprinkler System","Average system","water pressure could be better."""""
"1342","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1343","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1344","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1345","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1346","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1347","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1348","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1349","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1350","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1351","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1352","Sprinkler System","Average system","water pressure could be better."""""
"1353","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1354","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1355","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1356","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1357","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1358","Compost Manure","Terrible quality manure","waste of money."""""
"1359","Sprinkler System","Average system","water pressure could be better."""""
"1360","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1361","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1362","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1363","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1364","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1365","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1366","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1367","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1368","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1369","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1370","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1371","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1372","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1373","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1374","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1375","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1376","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1377","Compost Manure","Terrible quality manure","waste of money."""""
"1378","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1379","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1380","Sprinkler System","Average system","water pressure could be better."""""
"1381","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1382","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1383","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1384","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1385","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1386","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1387","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1388","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1389","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1390","Sprinkler System","Average system","water pressure could be better."""""
"1391","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1392","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1393","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1394","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1395","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1396","Sprinkler System","Average system","water pressure could be better."""""
"1397","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1398","Sprinkler System","Average system","water pressure could be better."""""
"1399","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1400","Sprinkler System","Average system","water pressure could be better."""""
"1401","Compost Manure","Terrible quality manure","waste of money."""""
"1402","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1403","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1404","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1405","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1406","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1407","Sprinkler System","Average system","water pressure could be better."""""
"1408","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1409","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1410","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1411","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1412","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1413","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1414","Sprinkler System","Average system","water pressure could be better."""""
"1415","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1416","Sprinkler System","Average system","water pressure could be better."""""
"1417","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1418","Sprinkler System","Average system","water pressure could be better."""""
"1419","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1420","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1421","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1422","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1423","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1424","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1425","Sprinkler System","Average system","water pressure could be better."""""
"1426","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1427","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1428","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1429","Sprinkler System","Average system","water pressure could be better."""""
"1430","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1431","Sprinkler System","Average system","water pressure could be better."""""
"1432","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1433","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1434","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1435","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1436","Sprinkler System","Average system","water pressure could be better."""""
"1437","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1438","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1439","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1440","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1441","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1442","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1443","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1444","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1445","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1446","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1447","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1448","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1449","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1450","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1451","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1452","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1453","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1454","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1455","Sprinkler System","Average system","water pressure could be better."""""
"1456","Sprinkler System","Average system","water pressure could be better."""""
"1457","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1458","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1459","Sprinkler System","Average system","water pressure could be better."""""
"1460","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1461","Sprinkler System","Average system","water pressure could be better."""""
"1462","Sprinkler System","Average system","water pressure could be better."""""
"1463","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1464","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1465","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1466","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1467","Sprinkler System","Average system","water pressure could be better."""""
"1468","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1469","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1470","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1471","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1472","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1473","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1474","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1475","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1476","Sprinkler System","Average system","water pressure could be better."""""
"1477","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1478","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1479","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1480","Sprinkler System","Average system","water pressure could be better."""""
"1481","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1482","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1483","Sprinkler System","Average system","water pressure could be better."""""
"1484","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1485","Sprinkler System","Average system","water pressure could be better."""""
"1486","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1487","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1488","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1489","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1490","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1491","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1492","Sprinkler System","Average system","water pressure could be better."""""
"1493","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1494","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1495","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1496","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1497","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1498","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1499","Sprinkler System","Average system","water pressure could be better."""""
"1500","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
